DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Year
2021-03-24,WTK,Williamson Tea Kenya Plc,111.25,150,140,148.5,146.75,135.5,11.25,8.30%,"1,000",-,2021
2021-03-24,CGEN,Car and General (K) Ltd,20,26,22.15,22.15,22.15,22.15,-,-,-,-,2021
2021-03-24,ABSA,ABSA Bank Kenya Plc,8.5,11.9,8.5,9.3,9,9.44,-0.44,4.66%,"600,500",-,2021
2021-03-24,BKG,BK Group Plc,12.15,26,22.5,22.5,22.5,22.5,-,-,-,-,2021
2021-03-24,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,13.5,13.85,13.7,13.7,-,-,"651,000",-,2021
2021-03-24,DTK,Diamond Trust Bank Kenya Ltd,58.5,90,70,72.5,70.75,72,-1.25,1.74%,"28,200",-,2021
2021-03-24,EQTY,Equity Group Holdings Plc,28,43,41.25,42,42,41.65,0.35,0.84%,"3,265,000",-,2021
2021-03-24,HFCK,HF Group Ltd,2.86,5.48,4.54,4.54,4.54,4.13,0.41,9.93%,"40,400",-,2021
2021-03-24,IMH,I & M Holdings Plc,42,55,43,45,43.2,45,-1.8,4.00%,"227,500",-,2021
2021-03-24,KCB,KCB Group Plc,30,42.5,41.05,42.5,41.85,41.2,0.65,1.58%,"2,075,800",-,2021
2021-03-24,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-,2021
2021-03-24,NCBA,NCBA Group Plc,20,31.82,23,24.5,23.45,24.75,-1.3,5.25%,"99,000",-,2021
2021-03-24,SBIC,Stanbic Holdings Plc,72.25,101.5,81.5,83,82.75,81.5,1.25,1.53%,"17,000",-,2021
2021-03-24,SCBK,Standard Chartered Bank Kenya Ltd,132,196,137,147,141,134.75,6.25,4.64%,"42,300",-,2021
2021-03-24,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-,2021
2021-03-24,EVRD,Eveready East Africa Ltd,0.75,1.5,1.04,1.04,1.04,1,0.04,4.00%,"2,800",-,2021
2021-03-24,XPRS,Express Kenya Plc,2.5,6,4.28,4.28,4.28,4.28,-,-,-,-,2021
2021-03-24,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-,2021
2021-03-24,LKL,Longhorn Publishers Plc,4.05,5.3,4.6,4.6,4.6,4.43,0.17,3.84%,300,-,2021
2021-03-24,NBV,Nairobi Business Ventures Ltd,0.49,6,4.25,4.25,4.25,4.26,-0.01,0.23%,"5,000",-,2021
2021-03-24,NMG,Nation Media Group Plc,9,26.05,17.5,18.15,18,19,-1,5.26%,"45,000",-,2021
2021-03-24,SMER,Sameer Africa Plc,1.91,4.62,3.22,3.5,3.46,3.32,0.14,4.22%,"6,800",-,2021
2021-03-24,SGL,Standard Group Plc,18,26.5,20.35,20.35,20.35,20.35,-,-,-,-,2021
2021-03-24,TPSE,TPS Eastern Africa (Serena) Ltd,11.7,18,17.5,18,18,17.65,0.35,1.98%,"106,100",-,2021
2021-03-24,UCHM,Uchumi Supermarket Plc,0.2,0.4,0.24,0.26,0.26,0.24,0.02,8.33%,"37,300",-,2021
2021-03-24,SCAN,WPP ScanGroup Plc,5.04,25,5.5,5.76,5.54,5.64,-0.1,1.77%,"14,500",-,2021
2021-03-24,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-,2021
2021-03-24,BAMB,Bamburi Cement Ltd,19.05,48,38.5,40,39,39.95,-0.95,2.38%,"45,200",-,2021
2021-03-24,CRWN,Crown Paints Kenya Plc,36,53,40.5,40.5,40.5,40.5,-,-,-,-,2021
2021-03-24,CABL,East African Cables Ltd,1.24,2.43,1.29,1.35,1.31,1.36,-0.05,3.68%,"6,000",-,2021
2021-03-24,PORT,East African Portland Cement Ltd,7.8,16,8.52,8.52,8.52,8.52,-,-,100,-,2021
2021-03-24,KEGN,Kenya Electricity Generating Company Plc,4.25,6.28,4.56,4.64,4.59,4.6,-0.01,0.22%,"334,900",-,2021
2021-03-24,KPLC-P4,KPLC-P4,4.5,5,5,5,5,5,-,-,-,-,2021
2021-03-24,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-,2021
2021-03-24,KPLC,Kenya Power and Lighting Company Plc,1.16,2.5,1.25,1.35,1.28,1.32,-0.04,3.03%,"800,600",-,2021
2021-03-24,TOTL,Total Kenya Ltd,21,27.5,23.5,24,23.8,21.85,1.95,8.92%,"3,300",-,2021
2021-03-24,UMME,Umeme Ltd,6.32,8.6,7,7.16,7,6.96,0.04,0.57%,"212,300",-,2021
2021-03-24,BRIT,Britam Holdings Plc,6,10.65,7.22,7.36,7.26,7.46,-0.2,2.68%,"4,600",-,2021
2021-03-24,CIC,CIC Insurance Group Ltd,1.95,2.65,2.25,2.3,2.27,2.27,-,-,"13,800",-,2021
2021-03-24,JUB,Jubilee Holdings Ltd,210,299.75,284,284,284,296,-12,4.05%,500,-,2021
2021-03-24,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.61,2.67,2.65,2.65,-,-,"237,800",-,2021
2021-03-24,LBTY,Liberty Kenya Holdings Ltd,6.8,10.5,7.2,8,7.46,7.92,-0.46,5.81%,"19,000",-,2021
2021-03-24,SLAM,Sanlam Kenya Plc,9.5,16.5,11.05,11.3,11.2,12.05,-0.85,7.05%,300,-,2021
2021-03-24,CTUM,Centum Investment Company Plc,15.15,27.8,16,16.75,16.3,16.6,-0.3,1.81%,"119,600",-,2021
2021-03-24,HAFR,Home Afrika Ltd,0.33,0.53,0.38,0.38,0.38,0.37,0.01,2.70%,"39,000",-,2021
2021-03-24,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,2021
2021-03-24,OCH,Olympia Capital Holdings Ltd,1.81,2.6,2.2,2.2,2.2,2.29,-0.09,3.93%,"3,000",-,2021
2021-03-24,TCL,Trans-Century Plc,1.01,2.68,1.2,1.2,1.2,1.19,0.01,0.84%,"3,700",-,2021
2021-03-24,NSE,Nairobi Securities Exchange Plc,6.5,9.98,7.9,8.3,7.94,8,-0.06,0.75%,"4,800",-,2021
2021-03-24,BOC,BOC Kenya Plc,53,71,64,64,64,64,-,-,-,-,2021
2021-03-24,BAT,British American Tobacco Kenya Plc,305,500,475,480,479.5,480,-0.5,0.10%,"6,000",-,2021
2021-03-24,CARB,Carbacid Investments Plc,7.8,13,11.65,11.95,11.85,11.35,0.5,4.41%,300,-,2021
2021-03-24,EABL,East African Breweries Ltd,148,185,169.5,170,169.5,170,-0.5,0.29%,"129,600",-,2021
2021-03-24,FTGH,Flame Tree Group Holdings Ltd,0.76,2.01,1.1,1.23,1.16,1.21,-0.05,4.13%,"4,500",-,2021
2021-03-24,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-,2021
2021-03-24,UNGA,Unga Group Ltd,27,33,31,31,31,31,-,-,-,-,2021
2021-03-24,SCOM,Safaricom Plc,25.95,39.95,39,39.75,39.45,39.45,-,-,"8,307,800",-,2021
2021-03-24,FAHR,Stanlib Fahari Income-REIT,4.98,8.98,6.76,6.78,6.78,6.78,-,-,"14,400",-,2021
2021-03-24,GLD,ABSA NewGold ETF,"1,710.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-,2021
2021-03-24,^FNK15,FTSE NSE Kenya 15 Index,152.56,195.36,192.56,195.15,193.86,194.53,-0.67,0.34%,-,-,2021
2021-03-24,^FNK25,FTSE NSE Kenya 25 Index,167.57,221.63,218.78,220.99,220.05,220.07,-0.02,0.01%,-,-,2021
2021-03-24,^N20I,NSE 20-Share Index,"1,723.96","2,060.11","1,910.17","1,910.17","1,910.17","1,931.34",-21.17,1.10%,-,-,2021
2021-03-24,^N25I,NSE 25-Share Index,"2,935.01","3,736.79","3,723.71","3,723.71","3,723.71","3,736.79",-13.08,0.35%,-,-,2021
2021-03-24,^NASI,NSE All-Share Index,127.01,169.11,168.96,168.96,168.96,169.11,-0.15,0.09%,-,-,2021
2021-03-24,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","1,980.09","1,980.09","1,980.09","1,980.09","1,976.86",3.23,0.16%,-,-,2021
2021-03-24,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,552.69","1,552.69","1,552.69","1,552.69","1,549.45",3.24,0.21%,-,-,2021
2021-03-25,EGAD,Eaagads Ltd,8.2,15,13.05,13.05,13.05,13.05,-,-,-,-,2021
2021-03-25,KUKZ,Kakuzi Plc,310,397,355,355,355,355,-,-,-,-,2021
2021-03-25,KAPC,Kapchorua Tea Kenya Plc,64,90,84,84,84,84,-,-,"1,000",-,2021
2021-03-25,LIMT,Limuru Tea Plc,360,475,360,360,360,360,-,-,-,-,2021
2021-03-25,SASN,Sasini Plc,14.8,20,17.05,17.05,17.05,17,0.05,0.29%,"1,700",-,2021
2021-03-25,WTK,Williamson Tea Kenya Plc,111.25,150,146.75,146.75,146.75,146.75,-,-,-,-,2021
2021-03-25,CGEN,Car and General (K) Ltd,20,26,22.15,22.15,22.15,22.15,-,-,-,-,2021
2021-03-25,ABSA,ABSA Bank Kenya Plc,8.5,11.9,8.82,9.26,8.94,9,-0.06,0.67%,"360,600",-,2021
2021-03-25,BKG,BK Group Plc,12.15,26,22.5,22.5,22.5,22.5,-,-,-,-,2021
2021-03-25,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,13.25,13.7,13.55,13.7,-0.15,1.09%,"795,600",-,2021
2021-03-25,DTK,Diamond Trust Bank Kenya Ltd,58.5,90,70,71.5,70,70.75,-0.75,1.06%,"28,800",-,2021
2021-03-25,EQTY,Equity Group Holdings Plc,28,43,40.75,42,41.85,42,-0.15,0.36%,"2,959,300",-,2021
2021-03-25,HFCK,HF Group Ltd,2.86,5.48,4.98,4.99,4.99,4.54,0.45,9.91%,"1,233,500",-,2021
2021-03-25,IMH,I & M Holdings Plc,42,55,43.05,44.95,43.05,43.2,-0.15,0.35%,"22,700",-,2021
2021-03-25,KCB,KCB Group Plc,30,42.5,41.7,42.5,42,41.85,0.15,0.36%,"2,575,200",-,2021
2021-03-25,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-,2021
2021-03-25,NCBA,NCBA Group Plc,20,31.82,22.5,23.5,22.95,23.45,-0.5,2.13%,"70,600",-,2021
2021-03-25,SBIC,Stanbic Holdings Plc,72.25,101.5,81.5,85,82.25,82.75,-0.5,0.60%,"1,200",-,2021
2021-03-25,SCBK,Standard Chartered Bank Kenya Ltd,132,196,142,150,146.75,141,5.75,4.08%,"43,100",-,2021
2021-03-25,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-,2021
2021-03-25,EVRD,Eveready East Africa Ltd,0.75,1.5,1.08,1.13,1.12,1.04,0.08,7.69%,400,-,2021
2021-03-25,XPRS,Express Kenya Plc,2.5,6,4.28,4.28,4.28,4.28,-,-,-,-,2021
2021-03-25,KQ,Kenya Airways Plc,0.8,3.96,3.83,3.83,3.83,3.83,-,-,-,-,2021
2021-03-25,LKL,Longhorn Publishers Plc,4.05,5.3,4.4,4.42,4.4,4.6,-0.2,4.35%,"10,700",-,2021
2021-03-25,NBV,Nairobi Business Ventures Ltd,0.49,6,4.24,4.66,4.35,4.25,0.1,2.35%,"88,200",-,2021
2021-03-25,NMG,Nation Media Group Plc,9,26.05,17.9,18.1,18,18,-,-,"87,000",-,2021
2021-03-25,SMER,Sameer Africa Plc,1.91,4.62,3.8,3.8,3.8,3.46,0.34,9.83%,"6,400",-,2021
2021-03-25,SGL,Standard Group Plc,18,26.5,20,22,21.35,20.35,1,4.91%,600,-,2021
2021-03-25,TPSE,TPS Eastern Africa (Serena) Ltd,11.7,18,17.65,18,18,18,-,-,"119,700",-,2021
2021-03-25,UCHM,Uchumi Supermarket Plc,0.2,0.4,0.26,0.27,0.26,0.26,-,-,"6,500",-,2021
2021-03-25,SCAN,WPP ScanGroup Plc,5.04,25,5.5,5.6,5.52,5.54,-0.02,0.36%,"70,100",-,2021
2021-03-25,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-,2021
2021-03-25,BAMB,Bamburi Cement Ltd,19.05,48,38,40,38.9,39,-0.1,0.26%,"25,000",-,2021
2021-03-25,CRWN,Crown Paints Kenya Plc,36,53,40.5,40.5,40.5,40.5,-,-,-,-,2021
2021-03-25,CABL,East African Cables Ltd,1.24,2.43,1.29,1.3,1.3,1.31,-0.01,0.76%,"2,100",-,2021
2021-03-25,PORT,East African Portland Cement Ltd,7.8,16,8.26,8.26,8.26,8.52,-0.26,3.05%,400,-,2021
2021-03-25,KEGN,Kenya Electricity Generating Company Plc,4.25,6.28,4.56,4.6,4.58,4.59,-0.01,0.22%,"255,700",-,2021
2021-03-25,KPLC-P4,KPLC-P4,4.5,5,5,5,5,5,-,-,-,-,2021
2021-03-25,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-,2021
2021-03-25,KPLC,Kenya Power and Lighting Company Plc,1.16,2.5,1.32,1.35,1.34,1.28,0.06,4.69%,"293,000",-,2021
2021-03-25,TOTL,Total Kenya Ltd,21,27.5,23.1,24,23.95,23.8,0.15,0.63%,"5,500",-,2021
2021-03-25,UMME,Umeme Ltd,6.32,8.6,6.7,6.7,6.7,7,-0.3,4.29%,"3,700",-,2021
2021-03-25,BRIT,Britam Holdings Plc,6,10.65,7.1,7.28,7.18,7.26,-0.08,1.10%,"269,000",-,2021
2021-03-25,CIC,CIC Insurance Group Ltd,1.95,2.65,2.25,2.27,2.25,2.27,-0.02,0.88%,"152,700",-,2021
2021-03-25,JUB,Jubilee Holdings Ltd,210,299.75,265,270,267.75,284,-16.25,5.72%,700,-,2021
2021-03-25,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.5,2.68,2.57,2.65,-0.08,3.02%,"901,500",-,2021
2021-03-25,LBTY,Liberty Kenya Holdings Ltd,6.8,10.5,7.46,7.46,7.46,7.46,-,-,-,-,2021
2021-03-25,SLAM,Sanlam Kenya Plc,9.5,16.5,11.2,11.2,11.2,11.2,-,-,-,-,2021
2021-03-25,CTUM,Centum Investment Company Plc,15.15,27.8,16,16.5,16.05,16.3,-0.25,1.53%,"46,100",-,2021
2021-03-25,HAFR,Home Afrika Ltd,0.33,0.53,0.37,0.38,0.37,0.38,-0.01,2.63%,"255,900",-,2021
2021-03-25,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,2021
2021-03-25,OCH,Olympia Capital Holdings Ltd,1.81,2.6,2.2,2.2,2.2,2.2,-,-,-,-,2021
2021-03-25,TCL,Trans-Century Plc,1.01,2.68,1.1,1.2,1.12,1.2,-0.08,6.67%,"25,000",-,2021
2021-03-25,NSE,Nairobi Securities Exchange Plc,6.5,9.98,8,8.3,8.04,7.94,0.1,1.26%,"9,200",-,2021
2021-03-25,BOC,BOC Kenya Plc,53,71,64,64,64,64,-,-,-,-,2021
2021-03-25,BAT,British American Tobacco Kenya Plc,305,500,480,480,480,479.5,0.5,0.10%,"2,700",-,2021
2021-03-25,CARB,Carbacid Investments Plc,7.8,13,11.8,12,11.95,11.85,0.1,0.84%,"10,900",-,2021
2021-03-25,EABL,East African Breweries Ltd,148,185,168,169.5,168,169.5,-1.5,0.88%,"269,700",-,2021
2021-03-25,FTGH,Flame Tree Group Holdings Ltd,0.76,2.01,1.19,1.2,1.2,1.16,0.04,3.45%,"11,000",-,2021
2021-03-25,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-,2021
2021-03-25,UNGA,Unga Group Ltd,27,33,29,31,29.05,31,-1.95,6.29%,"3,500",-,2021
2021-03-25,SCOM,Safaricom Plc,25.95,39.95,38.9,39.95,39.5,39.45,0.05,0.13%,"2,262,900",-,2021
2021-03-25,FAHR,Stanlib Fahari Income-REIT,4.98,8.98,6.7,6.8,6.74,6.78,-0.04,0.59%,"64,800",-,2021
2021-03-25,GLD,ABSA NewGold ETF,"1,710.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-,2021
2021-03-25,^FNK15,FTSE NSE Kenya 15 Index,152.56,195.36,191.6,194.54,193.06,193.86,-0.8,0.41%,-,-,2021
2021-03-25,^FNK25,FTSE NSE Kenya 25 Index,167.57,221.63,217.77,221.63,219.9,220.05,-0.15,0.07%,-,-,2021
2021-03-25,^N20I,NSE 20-Share Index,"1,723.96","2,060.11","1,907.32","1,907.32","1,907.32","1,910.17",-2.85,0.15%,-,-,2021
2021-03-25,^N25I,NSE 25-Share Index,"2,935.01","3,736.79","3,710.63","3,710.63","3,710.63","3,723.71",-13.08,0.35%,-,-,2021
2021-03-25,^NASI,NSE All-Share Index,127.01,169.11,168.85,168.85,168.85,168.96,-0.11,0.07%,-,-,2021
2021-03-25,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","1,980.09","1,974.61","1,974.61","1,974.61","1,980.09",-5.48,0.28%,-,-,2021
2021-03-25,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,552.69","1,549.10","1,549.10","1,549.10","1,552.69",-3.59,0.23%,-,-,2021
2021-03-26,EGAD,Eaagads Ltd,8.2,15,13.05,13.05,13.05,13.05,-,-,-,-,2021
2021-03-26,KUKZ,Kakuzi Plc,320,397,355,355,355,355,-,-,-,-,2021
2021-03-26,KAPC,Kapchorua Tea Kenya Plc,66.5,90,84,84,84,84,-,-,-,-,2021
2021-03-26,LIMT,Limuru Tea Plc,360,427.5,360,360,360,360,-,-,-,-,2021
2021-03-26,SASN,Sasini Plc,14.8,20,18.6,18.6,18.6,17.05,1.55,9.09%,"2,500",-,2021
2021-03-26,WTK,Williamson Tea Kenya Plc,114,150,146,148,147.5,146.75,0.75,0.51%,900,-,2021
2021-03-26,CGEN,Car and General (K) Ltd,20,26,22.15,22.15,22.15,22.15,-,-,-,-,2021
2021-03-26,ABSA,ABSA Bank Kenya Plc,8.5,11.9,8.8,9,8.86,8.94,-0.08,0.89%,"357,500",-,2021
2021-03-26,BKG,BK Group Plc,12.15,27,22.5,22.5,22.5,22.5,-,-,-,-,2021
2021-03-26,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,13.5,13.7,13.6,13.55,0.05,0.37%,"227,800",-,2021
2021-03-26,DTK,Diamond Trust Bank Kenya Ltd,58.5,85,63,71.5,66.5,70,-3.5,5.00%,"35,000",-,2021
2021-03-26,EQTY,Equity Group Holdings Plc,28,43,41,41.55,41,41.85,-0.85,2.03%,"1,196,200",-,2021
2021-03-26,HFCK,HF Group Ltd,2.86,5.48,4.5,5.48,4.58,4.99,-0.41,8.22%,"422,900",-,2021
2021-03-26,IMH,I & M Holdings Plc,42,55,43,43.9,43.15,43.05,0.1,0.23%,"2,100",-,2021
2021-03-26,KCB,KCB Group Plc,30,42.5,41,41.75,41.1,42,-0.9,2.14%,"373,800",-,2021
2021-03-26,NBK,National Bank of Kenya Ltd,4.12,4.12,4.12,4.12,4.12,4.12,-,-,-,-,2021
2021-03-26,NCBA,NCBA Group Plc,20,31.82,23,23.35,23.1,22.95,0.15,0.65%,"9,300",-,2021
2021-03-26,SBIC,Stanbic Holdings Plc,72.25,101.5,82,83.5,83.5,82.25,1.25,1.52%,"491,200",-,2021
2021-03-26,SCBK,Standard Chartered Bank Kenya Ltd,132,190,140,146,145,146.75,-1.75,1.19%,"195,600",-,2021
2021-03-26,DCON,Deacons (East Africa) Plc,0.45,0.45,0.45,0.45,0.45,0.45,-,-,-,-,2021
2021-03-26,EVRD,Eveready East Africa Ltd,0.75,1.5,1.12,1.12,1.12,1.12,-,-,100,-,2021
2021-03-26,XPRS,Express Kenya Plc,2.5,6,4.28,4.28,4.28,4.28,-,-,-,-,2021
2021-03-26,KQ,Kenya Airways Plc,0.82,3.96,3.83,3.83,3.83,3.83,-,-,-,-,2021
2021-03-26,LKL,Longhorn Publishers Plc,4.05,5.3,4.22,4.25,4.24,4.4,-0.16,3.64%,"2,300",-,2021
2021-03-26,NBV,Nairobi Business Ventures Ltd,0.49,6,4.1,4.5,4.12,4.35,-0.23,5.29%,"26,100",-,2021
2021-03-26,NMG,Nation Media Group Plc,9,26.05,17.7,18,17.9,18,-0.1,0.56%,"95,600",-,2021
2021-03-26,SMER,Sameer Africa Plc,1.91,4.62,3.46,3.8,3.63,3.8,-0.17,4.47%,200,-,2021
2021-03-26,SGL,Standard Group Plc,18,26.5,21.35,21.35,21.35,21.35,-,-,-,-,2021
2021-03-26,TPSE,TPS Eastern Africa (Serena) Ltd,11.7,18,17.5,18,18,18,-,-,"52,700",-,2021
2021-03-26,UCHM,Uchumi Supermarket Plc,0.2,0.4,0.24,0.26,0.25,0.26,-0.01,3.85%,"127,700",-,2021
2021-03-26,SCAN,WPP ScanGroup Plc,5.04,25,5.42,5.6,5.54,5.52,0.02,0.36%,"16,400",-,2021
2021-03-26,ARM,ARM Cement Plc,5.55,5.55,5.55,5.55,5.55,5.55,-,-,-,-,2021
2021-03-26,BAMB,Bamburi Cement Ltd,19.05,48,38,39.95,38.85,38.9,-0.05,0.13%,"11,500",-,2021
2021-03-26,CRWN,Crown Paints Kenya Plc,36,53,39.3,39.3,39.3,40.5,-1.2,2.96%,100,-,2021
2021-03-26,CABL,East African Cables Ltd,1.24,2.43,1.29,1.35,1.31,1.3,0.01,0.77%,"30,700",-,2021
2021-03-26,PORT,East African Portland Cement Ltd,7.5,16,8.52,8.52,8.52,8.26,0.26,3.15%,"1,300",-,2021
2021-03-26,KEGN,Kenya Electricity Generating Company Plc,4.2,6.28,4.55,4.6,4.58,4.58,-,-,"120,100",-,2021
2021-03-26,KPLC-P4,KPLC-P4,4.5,5,5,5,5,5,-,-,-,-,2021
2021-03-26,KPLC-P7,KPLC-P7,6,6,6,6,6,6,-,-,-,-,2021
2021-03-26,KPLC,Kenya Power and Lighting Company Plc,1.16,2.5,1.31,1.35,1.34,1.34,-,-,"1,506,500",-,2021
2021-03-26,TOTL,Total Kenya Ltd,21,27.5,23.25,24.95,23.85,23.95,-0.1,0.42%,"1,300",-,2021
2021-03-26,UMME,Umeme Ltd,5.4,8.6,6.7,6.7,6.7,6.7,-,-,-,-,2021
2021-03-26,BRIT,Britam Holdings Plc,6,10.65,7,7.44,7.1,7.18,-0.08,1.11%,"18,500",-,2021
2021-03-26,CIC,CIC Insurance Group Ltd,1.95,2.65,2.25,2.29,2.25,2.25,-,-,"140,400",-,2021
2021-03-26,JUB,Jubilee Holdings Ltd,210,299.75,267.75,267.75,267.75,267.75,-,-,-,-,2021
2021-03-26,KNRE,Kenya Re-Insurance Corporation Ltd,2,2.94,2.44,2.64,2.6,2.57,0.03,1.17%,"453,000",-,2021
2021-03-26,LBTY,Liberty Kenya Holdings Ltd,6.8,10.5,8.2,8.2,8.2,7.46,0.74,9.92%,100,-,2021
2021-03-26,SLAM,Sanlam Kenya Plc,9.5,16.5,12,12,12,11.2,0.8,7.14%,100,-,2021
2021-03-26,CTUM,Centum Investment Company Plc,15.15,27.8,16,16.65,16.3,16.05,0.25,1.56%,"35,900",-,2021
2021-03-26,HAFR,Home Afrika Ltd,0.33,0.53,0.37,0.38,0.37,0.37,-,-,"36,100",-,2021
2021-03-26,KURV,Kurwitu Ventures Ltd,"1,500.00","1,500.00","1,500.00","1,500.00","1,500.00","1,500.00",-,-,-,-,2021
2021-03-26,OCH,Olympia Capital Holdings Ltd,1.81,2.6,2.2,2.2,2.2,2.2,-,-,"2,000",-,2021
2021-03-26,TCL,Trans-Century Plc,1.01,2.68,1.19,1.19,1.19,1.12,0.07,6.25%,"9,000",-,2021
2021-03-26,NSE,Nairobi Securities Exchange Plc,6.5,9.8,8.3,8.78,8.46,8.04,0.42,5.22%,"22,400",-,2021
2021-03-26,BOC,BOC Kenya Plc,53,71,64,64,64,64,-,-,-,-,2021
2021-03-26,BAT,British American Tobacco Kenya Plc,305,500,480,482,480.75,480,0.75,0.16%,"1,600",-,2021
2021-03-26,CARB,Carbacid Investments Plc,7.8,13,12,12,12,11.95,0.05,0.42%,"2,400",-,2021
2021-03-26,EABL,East African Breweries Ltd,148,185,167.5,169,167.75,168,-0.25,0.15%,"35,200",-,2021
2021-03-26,FTGH,Flame Tree Group Holdings Ltd,0.76,2.01,1.19,1.3,1.28,1.2,0.08,6.67%,"9,400",-,2021
2021-03-26,ORCH,Kenya Orchards Ltd,10.4,12.25,10.4,10.4,10.4,10.4,-,-,-,-,2021
2021-03-26,UNGA,Unga Group Ltd,27,33,31,31,31,29.05,1.95,6.71%,500,-,2021
2021-03-26,SCOM,Safaricom Plc,25.95,41,38.5,39,38.75,39.5,-0.75,1.90%,"3,904,500",-,2021
2021-03-26,FAHR,Stanlib Fahari Income-REIT,4.98,8.98,6.5,7,6.94,6.74,0.2,2.97%,"24,700",-,2021
2021-03-26,GLD,ABSA NewGold ETF,"1,710.00","2,100.00","1,855.00","1,855.00","1,855.00","1,855.00",-,-,-,-,2021
2021-03-26,^FNK15,FTSE NSE Kenya 15 Index,152.56,195.36,190.24,193.06,190.79,193.06,-2.27,1.18%,-,-,2021
2021-03-26,^FNK25,FTSE NSE Kenya 25 Index,167.57,221.63,215.49,219.9,216.56,219.9,-3.34,1.52%,-,-,2021
2021-03-26,^N20I,NSE 20-Share Index,"1,723.96","2,060.11","1,903.06","1,903.06","1,903.06","1,907.32",-4.26,0.22%,-,-,2021
2021-03-26,^N25I,NSE 25-Share Index,"2,935.01","3,736.79","3,666.29","3,666.29","3,666.29","3,710.63",-44.34,1.19%,-,-,2021
2021-03-26,^NASI,NSE All-Share Index,127.01,169.19,166.48,166.48,166.48,168.85,-2.37,1.40%,-,-,2021
2021-03-26,^ZKEQTK,Zamara Kenya Equity Index (KES),"1,511.03","1,980.09","1,947.23","1,947.23","1,947.23","1,974.61",-27.38,1.39%,-,-,2021
2021-03-26,^ZKEQTU,Zamara Kenya Equity Index (USD),"1,201.29","1,566.01","1,527.62","1,527.62","1,527.62","1,549.10",-21.48,1.39%,-,-,2021
2021-03-29,EGAD,Eaagads Ltd,8.2,15,13.05,13.05,13.05,13.05,-,-,-,-,2021
2021-03-29,KUKZ,Kakuzi Plc,320,397,355,355,355,355,-,-,100,-,2021
2021-03-29,KAPC,Kapchorua Tea Kenya Plc,66.5,90,84,84,84,84,-,-,300,-,2021
2021-03-29,LIMT,Limuru Tea Plc,360,475,360,360,360,360,-,-,-,-,2021
2021-03-29,SASN,Sasini Plc,14.8,20,17,19,18.15,18.6,-0.45,2.42%,"5,900",-,2021
2021-03-29,WTK,Williamson Tea Kenya Plc,114,150,135,135.25,135.25,147.5,-12.25,8.31%,300,-,2021
2021-03-29,CGEN,Car and General (K) Ltd,20,26,22.15,22.15,22.15,22.15,-,-,-,-,2021
2021-03-29,ABSA,ABSA Bank Kenya Plc,8.5,11.9,8.5,8.98,8.64,8.86,-0.22,2.48%,"165,600",-,2021
2021-03-29,BKG,BK Group Plc,12.15,27,22.5,22.5,22.5,22.5,-,-,-,-,2021
2021-03-29,COOP,Co-operative Bank of Kenya Ltd,10.2,14.05,13,13.6,13.15,13.6,-0.45,3.31%,"978,800",-,2021
2021-03-29,DTK,Diamond Trust Bank Kenya Ltd,58.5,85,65,65.5,65,66.5,-1.5,2.26%,"3,200",-,2021
2021-03-29,EQTY,Equity Group Holdings Plc,28,43,37,38.75,37.55,41,-3.45,8.41%,"4,295,800",-,2021
2021-03-29,HFCK,HF Group Ltd,2.86,5.48,4.13,4.5,4.17,4.58,-0.41,8.95%,"130,300",-,2021
