Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Date,,,,,
2021-03-29,306.9551696777344,308.0045427830383,303.61267807932626,306.50821721181995,54608000
2021-03-30,305.41021728515625,305.9834894458646,302.7090210155795,304.99241328451586,44635700
2021-03-31,310.08380126953125,311.6481492473533,306.8579043761493,307.1979890481798,55032500
2021-04-01,315.3696594238281,315.50567552721924,313.6595393639259,313.912178823462,55685600
2021-04-05,321.666015625,322.43363051799207,317.6142354184013,317.85714889633965,42172500
2021-04-06,321.4425048828125,323.39550878206416,320.6651640811654,321.3550596024746,33537200
2021-04-07,322.2197265625,323.0553639856776,320.0335062035333,320.96628525398927,32046400
2021-04-08,325.58172607421875,325.76634265924423,324.2797136052363,325.07647679823907,29940800
2021-04-09,327.5541687011719,327.758237330556,323.48296692718856,324.2214035847813,36664900
2021-04-12,327.1266784667969,327.54448245938073,325.241667834536,326.51453186474566,25833000
2021-04-13,330.94525146484375,331.4116262566293,328.4383683489273,328.65213334600145,30374000
2021-04-14,326.9713134765625,331.31460826114585,326.15512763380883,331.18828849038727,42564300
2021-04-15,331.9266052246094,332.3152904254535,326.6894072166839,329.84728173217786,36342800
2021-04-16,332.3152770996094,332.5290420904946,330.4399630035412,332.4512931924365,40860100
2021-04-19,329.2740783691406,331.89752610756847,327.3501929722745,330.7412852469159,34533100
2021-04-20,326.8740234375,329.89585219892405,324.9015676206734,328.6132918560866,38081800
2021-04-21,329.67242431640625,329.85704090960644,324.5032190118415,325.59146651753497,36598100
2021-04-22,325.6983947753906,330.26515025266417,324.5421242776872,329.28379999053425,45936100
2021-04-23,329.7987976074219,331.11050672128755,326.32998588036173,326.32998588036173,36381900
2021-04-26,331.946044921875,332.22783278624416,329.29341975267846,330.0416120491915,30812000
2021-04-27,330.5080871582031,332.45139506994036,329.5558852590682,332.23763001354826,33187200
2021-04-28,329.390625,331.1881903884685,328.7396039329799,330.1776621742586,33615700
2021-04-29,330.5760498046875,333.08290350684666,327.350152142513,332.66509949857345,37708900
2021-04-30,328.4092712402344,330.61494443026567,327.49591426024745,328.12751297701004,38263400
2021-05-03,326.66033935546875,330.36233848214016,326.2133868472881,329.6141756257808,29729700
2021-05-04,320.7818908691406,324.4255936539735,316.9632678147136,324.1049312034919,65147000
2021-05-05,319.7032775878906,323.6967904869496,318.925966338487,322.83200429340394,46219300
2021-05-06,322.1129455566406,322.2684137156212,317.19637993239184,319.4408977324828,46814300
2021-05-07,324.7266540527344,327.1071876477294,322.28779395979643,324.89181856394026,53324500
2021-05-10,316.5260009765625,323.521891641309,316.3219322967699,323.3470010465086,60700500
2021-05-11,316.0887145996094,316.88547788084816,309.97700352184944,310.6377506820967,71963600
2021-05-12,307.9073791503906,313.4749363063745,307.0425930569889,311.1526992022475,91164900
2021-05-13,310.2879638671875,313.2612225343855,307.9171258949411,310.8515397545792,69877800
2021-05-14,317.13812255859375,318.0514499209572,312.95026707617563,313.4555460688926,44370000
2021-05-17,315.2142028808594,317.11863596612653,312.3381160262185,315.4279678962224,39395000
2021-05-18,313.0862731933594,317.3906921986347,312.8142113288673,316.16642863467996,36528500
2021-05-19,313.44573974609375,313.74694999804194,307.33403013403495,307.68384085880683,66319100
2021-05-20,319.50897216796875,320.36403243343034,314.70902868235817,314.9324901250173,46466100
2021-05-21,317.74053955078125,321.48138320510816,317.3810323655102,321.06357916019977,50330400
2021-05-24,323.0845642089844,324.21168599974675,317.6335718206218,320.0335575189442,32475800
2021-05-25,323.5314636230469,325.31930248563623,322.35577120331646,324.6002883921251,31280300
2021-05-26,324.65869140625,325.1250662561818,323.5121470301397,324.2020129306778,25444900
2021-05-27,323.444091796875,325.05704051411465,323.24005282043737,324.21170653064064,27931700
2021-05-28,324.4642333984375,326.0577593090739,324.14360080313213,324.64884992838955,29927400
2021-06-01,323.3858947753906,326.2717083716431,322.03528146806633,325.7955777429502,31145400
2021-06-02,324.01739501953125,324.8627290841215,322.2975784623484,323.8036299966734,22047900
2021-06-03,320.64581298828125,322.4530751555481,318.97456695872614,321.1802108155846,37057800
2021-06-04,326.0870666503906,326.5340191579672,322.3753415005607,322.4433643926446,38736500
2021-06-07,327.05865478515625,327.11695163734953,324.8627078441473,325.5525736967801,32611900
2021-06-08,327.2141418457031,329.672424763602,325.53317010363384,328.80763865191,27282800
2021-06-09,327.29180908203125,329.36143608306577,327.1071925179238,328.5841250307831,21485300
2021-06-10,330.70233154296875,330.80919921314654,327.1849500123101,327.6319023964916,33702100
2021-06-11,331.5670471191406,331.5767731434215,330.06099598125263,330.7119872527863,21222800
2021-06-14,334.7444763183594,334.75417269311424,330.80926044650096,331.99467932594035,27827700
2021-06-15,332.5582275390625,334.7055740598569,331.8391835882948,334.3946377380395,35963800
2021-06-16,331.3437194824219,334.09348708479894,327.8846338291195,333.02466182057066,55399500
2021-06-17,335.5508728027344,336.5614009161053,330.28452654871006,330.3330973709085,59722700
2021-06-18,332.9177551269531,335.03595335090176,332.1695627033639,333.8894089528953,55414900
2021-06-21,334.9867858886719,335.3078201810338,330.8913869859347,333.1093260479514,32992600
2021-06-22,338.109375,338.55684578316436,334.4808925166017,334.7824521407896,28941600
2021-06-23,338.2747802734375,339.4226841604255,337.4382030490518,338.0510596927785,27188500
2021-06-24,340.36639404296875,341.89363781111194,339.665990462022,340.21074550421133,32581600
2021-06-25,339.947998046875,341.17371145561236,339.3448786511206,340.93051623558773,28682800
2021-06-28,344.082275390625,344.218478947172,341.1736704088792,341.23203487970994,39130300
2021-06-29,345.3274841308594,345.35666637054663,343.07065499224,343.90723232121877,29426000
