Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Date,,,,,
2021-03-19,112.8372573852539,114.36221405520517,112.74030162527099,113.79807235568882,20262100
2021-03-22,114.75004577636719,115.37589696319819,112.83725269578014,112.83725269578014,8077600
2021-03-23,116.88321685791016,117.49142136607635,114.58257392203542,114.95279062490975,9503800
2021-03-24,116.84795379638672,117.3592092912953,115.13789556001632,115.41997312280662,8318000
2021-03-25,117.6589126586914,117.78231823620234,116.39841379198667,117.31513901775382,7517300
2021-03-26,119.3954086303711,119.53644741258093,116.77743508021996,117.42972936029147,10821200
2021-03-29,121.2641372680664,121.2905803581068,118.99874725315192,118.99874725315192,11176000
2021-03-30,119.3954086303711,120.76169325135682,119.12215439621367,120.41791962609447,8090600
2021-03-31,119.37777709960938,120.54132689391294,119.22792843522764,119.5981451560882,9202600
2021-04-01,118.36408233642578,119.42184625418281,117.52668646195973,119.04281967581738,9117800
2021-04-05,120.27688598632812,120.9820664773287,118.76075263824659,118.96350094016618,8279100
2021-04-06,120.32099914550781,120.77936862259523,119.56293223925692,119.88026288490155,6180600
2021-04-07,120.53254699707031,121.05261251168268,120.10062065685547,120.86749738010428,10244500
2021-04-08,120.9908676147461,121.31702147025739,120.40028286314211,120.67353708923667,6190300
2021-04-09,120.20639038085938,120.99972363405908,119.4923998681209,120.32979598244131,5855400
2021-04-12,120.69117736816406,120.79694973279643,119.62460349092369,120.32096064175178,6440900
2021-04-13,119.09571075439453,120.22399410645188,118.85770949179225,119.89785369302548,9161200
2021-04-14,119.52764892578125,119.69511736414495,118.62854341623992,119.45712952795449,7584000
2021-04-15,120.9732437133789,121.43159955104564,119.76561771170896,119.85377030752056,7945300
2021-04-16,120.98210906982422,121.55506085473638,120.65596852612381,121.29943972998274,7708500
2021-04-19,120.4179458618164,120.83223896844662,119.34254845101479,120.70883336967601,9149400
2021-04-20,121.42280578613281,122.16323926850491,117.70299171253079,118.85771823984432,10040500
2021-04-21,120.62947845458984,122.14561174608369,120.40911040001455,121.54620364353562,8465900
2021-04-22,119.43186950683594,120.46090893779625,118.9262092684419,120.08832359509907,7338300
2021-04-23,118.81976318359375,119.83107014968645,118.20765384217532,119.69799525062665,6708300
2021-04-26,116.44230651855469,118.66008633326607,116.36246969392597,118.42057585937994,9910600
2021-04-27,116.37133026123047,117.0011856538233,115.58180122717226,116.42456834463869,8296800
2021-04-28,116.56647491455078,116.96568601865079,116.10518656498073,116.84149091895875,6262800
2021-04-29,117.55119323730469,117.9770166962814,116.48666166236966,116.48666166236966,6786800
2021-04-30,118.35847473144531,118.58025271892058,117.32942162085914,117.76411134936212,9188600
2021-05-03,119.76011657714844,120.36334622250526,118.89961687884191,118.89961687884191,8070300
2021-05-04,119.35203552246094,120.49641751563043,119.05930049153805,119.74236694536359,9624000
2021-05-05,118.39398956298828,119.73352399194863,118.31413918458473,119.20125130512298,8295900
2021-05-06,119.88430786132812,120.08833981879161,118.8020302041242,118.88186703057677,9771100
2021-05-07,119.89315795898438,120.6738206980484,119.54718488803594,119.83106716996913,6299100
2021-05-10,122.12869262695312,122.79402654638713,120.3722148697983,120.54963454106338,8852700
2021-05-11,121.52548217773438,123.12227300686882,121.06418013078722,122.85615022618333,10973700
2021-05-12,120.23915100097656,121.53434043897897,120.1948062312798,121.08191820528695,8853700
2021-05-13,122.1730728149414,122.89163141085234,120.10610011060486,120.5496561363529,8753600
2021-05-14,122.43032836914062,123.3972907850478,122.1287135227594,122.1287135227594,5989500
2021-05-17,122.18191528320312,123.37065548840805,122.07546618934266,122.39482700717707,7690700
2021-05-18,120.93109130859375,122.27062530045563,120.78027038541016,121.05528642349319,9239100
2021-05-19,121.17951202392578,121.38354400624979,120.28352018593796,120.70046393433205,9806800
2021-05-20,122.42145538330078,123.05131085608002,121.28595311192127,121.34804391275594,8768200
2021-05-21,122.42145538330078,123.25534282490084,122.22628966138353,122.59887507515604,10161000
2021-05-24,122.3859634399414,123.13113418577926,122.18191795723915,122.42144195992036,6981300
2021-05-25,122.80290222167969,122.84726052696531,121.31256062511326,122.4658088812683,8142400
2021-05-26,122.52790069580078,123.18436842521116,122.30612270378766,123.12226409004538,8122900
2021-05-27,119.74236297607422,122.66983501454841,119.45849420098929,122.52789385887912,33095700
2021-05-28,119.62703704833984,120.76253912073304,119.44073760597344,119.89315977135978,10477100
2021-06-01,117.87944030761719,120.64722526142502,117.52458740568404,120.46092579587837,9993900
2021-06-02,118.39398956298828,118.54479699912898,117.56010200388125,117.98591203158773,8254100
2021-06-03,120.51414489746094,120.56736944030233,118.16329047736713,118.18990274878783,11249800
2021-06-04,120.60285949707031,121.19722284275961,120.11494524724976,120.38108152317491,6894400
2021-06-07,121.0197982788086,121.39238363554115,120.36333062956396,120.96657373302577,8418000
