Price,Close,High,Low,Open,Volume
Ticker,WFC,WFC,WFC,WFC,WFC
Date,,,,,
2021-03-29,34.199363708496094,35.00897392879144,33.71893816446421,34.32392199873617,38426900
2021-03-30,35.04457092285156,35.65845363088625,34.22606517062831,34.288342634651066,36134200
2021-03-31,34.75987243652344,35.25809553485769,34.62641879061708,34.937809499776186,25832800
2021-04-01,35.25809860229492,35.27589264955499,34.62642180309874,34.66200989761887,22706900
2021-04-05,35.1246337890625,35.8808652850297,34.982284850060005,35.61395805476691,21293400
2021-04-06,35.45382308959961,35.498309900611986,34.92891062200511,35.071259593190035,20969600
2021-04-07,35.57837677001953,35.66734359270969,35.25809077814818,35.44492314211755,19393200
2021-04-08,35.61396026611328,35.76520793224458,34.9911857404745,35.471611318272046,20845000
2021-04-09,36.03211212158203,36.29012065253617,35.80969167638708,35.889763172411925,28363600
2021-04-12,36.2723274230957,36.379088288900824,35.94314610710766,35.99652484307685,21093000
2021-04-13,35.40044403076172,36.041012698445705,35.320372523067824,36.032117372642894,29333200
2021-04-14,37.35773468017578,37.526772975066635,34.75096712508604,35.32036284878809,64926900
2021-04-15,37.58016586303711,37.59795651486662,36.503648158523326,37.455607543160184,44146300
2021-04-16,39.00364303588867,39.26165152471031,37.8826456684651,37.962713757548265,57060200
2021-04-19,39.039241790771484,39.50187677499665,38.59440085138579,38.799027276239165,39124200
2021-04-20,37.84707260131836,38.61219965436629,37.67803085144606,38.61219965436629,29734000
2021-04-21,38.4698486328125,38.57660951547928,37.1620150931422,37.580166691565715,27258000
2021-04-22,37.98941421508789,38.71895303256632,37.9716201715071,38.48763385988284,24638300
2021-04-23,39.02144241333008,39.30614030412125,37.927134259251545,37.998307035016055,28024200
2021-04-26,39.270565032958984,39.750994153129,39.13711476215687,39.26166970578591,24606600
2021-04-27,40.11574935913086,40.23140893436443,39.323933162100595,39.49297146908315,29130200
2021-04-28,40.10686492919922,40.63177403459772,39.973411275844335,40.16914239573353,20795100
2021-04-29,41.13888931274414,41.272339550924826,40.49831730910297,40.58728413455676,26880700
2021-04-30,40.08016586303711,40.943158326334355,39.91112753670612,40.7474272372071,34176500
2021-05-03,40.46272659301758,40.61397425910456,40.0979572021646,40.436037225888484,16522700
2021-05-04,40.69405746459961,40.7830243098757,39.74209457203397,40.26700710444512,26137600
2021-05-05,40.871978759765625,41.10329791751865,40.45383064114013,40.86308343548277,19620200
2021-05-06,41.576377868652344,41.62987306724019,40.74716827782543,41.11273354035234,34271500
2021-05-07,41.496124267578125,41.567452320062536,40.61341623434594,40.95223383714193,25140400
2021-05-10,41.54961395263672,42.21833093729034,41.54069922273368,41.76360488428489,28193100
2021-05-11,40.764984130859375,41.79926615424089,40.5777408101348,41.03247021597578,31478500
2021-05-12,40.69365310668945,42.04891980645793,40.55099363309647,41.75468613022807,33392900
2021-05-13,41.37129211425781,41.71902440182097,40.3994232945521,40.55991564285363,23553400
2021-05-14,41.870601654052734,42.004346421089,41.43370843077295,41.54961693418228,17078500
2021-05-17,42.7087287902832,42.78005683778908,41.72794177722951,41.83493554912368,25212800
2021-05-18,41.78144454956055,42.91380590280064,41.75469695422505,42.70873306892943,24126000
2021-05-19,41.166221618652344,41.29996639453194,40.452924083593345,40.96114878990232,28911100
2021-05-20,40.773902893066406,41.17513376106483,40.36375729523266,41.077054726524054,26107000
2021-05-21,40.90764617919922,41.28212604169134,40.81848187769848,40.987892349914716,27312700
2021-05-24,41.228633880615234,41.46936900911684,40.80065200461766,41.01464294261645,25707400
2021-05-25,41.09489059448242,41.92409998193104,41.050310139502855,41.36237672563053,29415300
2021-05-26,41.37129211425781,41.54961392235243,40.65799127679748,41.11272073074197,26170600
2021-05-27,41.69226837158203,42.2450767939406,41.29104095058218,41.897344548396696,42572900
2021-05-28,41.656612396240234,41.79927188795597,41.26429624306905,41.772520894885744,15760100
2021-06-01,42.13808822631836,42.27183299474946,41.71902786102436,42.04892731487812,17878600
2021-06-02,41.73685836791992,42.31641106211274,41.53178556216518,42.24508301724049,18492600
2021-06-03,41.42478561401367,41.90626263936659,41.326706582782116,41.62985840601132,20206400
2021-06-04,41.870601654052734,41.99542828927553,41.469370754214665,41.95976596583381,18190300
2021-06-07,42.00434494018555,42.066758255596504,41.71010782358767,41.995426808686496,16644300
2021-06-08,41.55853271484375,41.915179737978804,41.2821284658659,41.67444461296614,21271700
2021-06-09,40.94330596923828,41.31778920986686,40.6847380140351,41.2286283151444,22617500
2021-06-10,40.20326232910156,41.59419478046412,40.13193088998389,41.43370244371959,21640000
2021-06-11,40.72932434082031,40.73823907107138,40.28351300031332,40.28351300031332,19389300
2021-06-14,40.25676727294922,40.90765145208536,39.98036300457465,40.66691290890831,25452300
2021-06-15,40.53315734863281,40.764981099425846,40.123011821869575,40.30133699910964,23865400
2021-06-16,40.631248474121094,40.97898080266357,39.51672003583322,40.07844332108615,38287700
2021-06-17,38.15253829956055,40.97898078524733,38.03662638967203,40.82740655031462,48910400
2021-06-18,37.22524642944336,37.72455634852324,36.9755931705387,37.162833114717195,61292200
2021-06-21,38.58942794799805,38.616178940878015,37.65322482769243,37.71563814229477,26444700
2021-06-22,38.82124710083008,39.11548077713729,38.21494348758292,38.70533521560838,26455200
2021-06-23,39.19573211669922,39.50780209482625,38.78558650103915,38.78558650103915,18778500
2021-06-24,40.28351593017578,40.49750348447114,39.418640778282345,39.463221235321306,27951000
2021-06-25,41.35346984863281,41.59420843276629,40.31918745083974,40.63125409623239,49074700
2021-06-28,40.8274040222168,41.07705728842157,40.2032674554342,41.01464397187038,27127500
2021-06-29,39.935791015625,41.3534715807207,39.76638048565495,41.0503196548112,39534000
2021-06-30,40.381591796875,40.47075270393261,39.6326286132711,39.78420283552315,18168100
2021-07-01,40.48858642578125,40.693659237387,40.09627366461424,40.55099974230166,18658000
2021-07-02,40.18543243408203,40.48858427015731,39.980359633394414,40.39050523476965,13218500
2021-07-06,38.77666473388672,39.96252091201056,38.6072542789619,39.882274749485646,25486900
2021-07-07,38.69642639160156,39.20465105654422,38.4467697236982,38.589429219098406,21884000
2021-07-08,37.73346710205078,38.29519027665871,37.4214005613076,37.96529087626303,29148700
2021-07-09,39.151161193847656,39.32948645314953,38.206039700437714,38.50027688847652,25055900
2021-07-12,39.37405776977539,39.45430394775385,38.30410986381946,38.58942885190496,17618900
2021-07-13,38.54484939575195,39.34731119631377,38.348691310887794,39.04415933846494,25387800
2021-07-14,40.07844543457031,40.23893781024879,37.90288363149363,38.87475261698172,49618000
2021-07-15,40.12301254272461,40.4707447738917,39.56128941477089,39.757447453386135,33388100
2021-07-16,39.48105239868164,40.59558078302808,39.32947817102046,40.48858701048662,27838200
2021-07-19,38.38434982299805,38.607255458905435,37.706718186398426,38.0811980221132,43362200
2021-07-20,39.980369567871094,40.256773881621015,38.22387142815548,38.33978335344046,34556200
2021-07-21,40.8363151550293,41.14838511156333,40.31025767524885,40.381589117177896,29654600
2021-07-22,40.14977264404297,40.97006736926292,39.94469981305573,40.87198831938402,23309500
2021-07-23,39.75745391845703,40.5777451201108,39.60587629998681,40.212179971326755,23946500
2021-07-26,40.13193893432617,40.33701516226136,39.650465228852646,39.650465228852646,22976700
2021-07-27,40.247840881347656,40.46183178734672,39.47213022448242,39.757449164967795,22124500
2021-07-28,40.57774353027344,41.050305826969854,40.105184634847355,40.461835039757446,23252800
