Price,Close,High,Low,Open,Volume
Ticker,V,V,V,V,V
Date,,,,,
2021-03-15,215.20936584472656,218.89144608032234,213.73460407317273,216.13469906598456,9306100
2021-03-16,216.5877227783203,217.43595711828812,214.27437511574266,215.63347385376227,8949300
2021-03-17,214.96839904785156,218.07214980601685,213.753878928974,216.92510956392445,8675600
2021-03-18,212.693603515625,214.48645326542706,211.65259256013601,213.43579392289107,9321800
2021-03-19,199.43038940429688,212.22131351025712,199.41112204374593,211.20921818079793,32209700
2021-03-22,200.49066162109375,204.6257750455496,198.78455908427713,199.09301331579738,11371600
2021-03-23,200.63525390625,202.37992069384438,200.00872642951362,201.50277046008682,8820700
2021-03-24,200.55813598632812,203.51729331060304,200.4231762328176,201.21357914842952,10101600
2021-03-25,200.46173095703125,201.28104957911444,198.35079342937055,200.172558813478,8390800
2021-03-26,205.82102966308594,205.9848904712777,200.201505536897,200.73165209746358,7399900
2021-03-29,206.765625,207.51746379180705,203.4980134177903,204.77999871866822,7792300
2021-03-30,204.24986267089844,206.41863192170842,203.77756233600525,205.31978942294768,5498000
2021-03-31,204.08599853515625,206.38007912283257,203.91250405772237,204.87640148677525,13180000
2021-04-01,209.03079223632812,209.8790266608804,204.6354224143884,206.06198645830227,6138400
2021-04-05,211.13211059570312,212.54904115550224,209.46457197046342,210.70800803293653,10440500
2021-04-06,210.75616455078125,211.47908761424094,207.5656664506444,209.76335138692923,7828100
2021-04-07,211.35382080078125,213.05990888180358,210.74656063518142,211.20922734292395,5614300
2021-04-08,212.73214721679688,214.77561964833092,210.23565655136053,212.0285062529282,11042000
2021-04-09,214.48646545410156,214.56357901532442,211.58512470623452,213.021337206683,5724900
2021-04-12,213.47434997558594,213.89846716820412,211.30558091071194,212.2887603383353,6315200
2021-04-13,213.04061889648438,213.61894854276923,212.26949799353,213.02133682923585,4764000
2021-04-14,213.9659423828125,215.04551748050957,212.12490951263314,213.0213270417464,4972600
2021-04-15,218.1106719970703,219.41193918827767,215.7780423801895,215.80695812151365,8698100
2021-04-16,218.23605346679688,219.57587050761475,217.60951121835512,218.96861032888606,6829400
2021-04-19,217.63839721679688,219.36378187645926,216.9540382685905,217.5998477905504,6541600
2021-04-20,215.21902465820312,217.24321521645214,213.81174259671488,216.664870854693,5799100
2021-04-21,219.2384490966797,219.6432842183261,214.8237974731456,215.2479146599865,9490600
2021-04-22,219.35411071777344,222.5927914537928,218.69865292031338,219.09385433437714,7303000
2021-04-23,221.69638061523438,223.45068077381052,219.48906225363075,220.35656394678895,5345200
2021-04-26,222.02410888671875,224.53988152247516,221.23372071915907,222.43859238938904,5650000
2021-04-27,221.60964965820312,222.81452138044392,220.7228658355827,222.68921001480072,6642100
2021-04-28,225.02186584472656,227.74006382325206,222.34223200218625,222.61212212244868,10111400
2021-04-29,228.30874633789062,228.9256401060707,224.73268039359647,226.73758881715852,7411400
2021-04-30,225.1278533935547,227.4122853119605,223.90369969151482,226.82432207238932,10260200
2021-05-03,224.21217346191406,227.22917701240786,223.03621746431168,225.60018806288127,8174400
2021-05-04,223.6531219482422,224.00012561514728,221.91810361371674,223.2386531086124,5884500
2021-05-05,220.9349365234375,225.40742001278397,220.40478999506405,225.40742001278397,6523200
2021-05-06,222.96876525878906,223.21937330101528,220.4047945111438,221.33977621454895,6124100
2021-05-07,223.7398681640625,224.80016122695005,222.38078395715272,223.95192677664,4528700
2021-05-10,217.8118896484375,223.62418960684494,217.0311351328166,223.23863654240958,9627400
2021-05-11,217.33958435058594,218.2456502711771,214.02377489987234,215.6624122666814,7633300
2021-05-12,212.66473388671875,216.8769617257045,212.3562795924675,215.55642670972816,7721300
2021-05-13,215.97567749023438,217.095411445437,213.22457360203458,213.82305336509734,6650100
2021-05-14,219.06463623046875,219.61484819453113,217.114730985161,217.98350764896216,4777200
2021-05-17,218.58197021484375,219.27698559941172,217.50084171852518,218.3309834358619,5534200
2021-05-18,217.7421875,221.2268977086687,217.60703169540315,220.464319082754,6900000
2021-05-19,216.7961883544922,217.04717516174802,214.09335207994692,215.02969194715658,9311900
2021-05-20,218.58197021484375,219.7017188599,217.42361615032087,217.61667270619617,7478600
2021-05-21,218.90048217773438,221.3523309433879,218.68811558433896,219.00666547443208,5603900
2021-05-24,221.36203002929688,222.12460857431074,219.73067489570298,220.03956243684382,4040100
2021-05-25,221.07244873046875,222.20184509495044,220.4932643095322,221.9219005574315,4689100
2021-05-26,219.1901397705078,221.39101718712365,218.52408204956063,220.13612732309144,4295600
2021-05-27,218.9873809814453,220.49324265284966,218.5143799264959,219.8561427982493,5969600
2021-05-28,219.41212463378906,221.4681982923032,219.26732117126747,219.69205442783067,5779700
2021-06-01,218.76535034179688,222.09562336301752,218.427490366473,221.47783362786143,5091500
2021-06-02,221.69020080566406,225.02047383552957,220.84073439414342,221.26546759990373,9081100
2021-06-03,220.19398498535156,222.39486182385846,219.8657874126005,221.05309906065233,6382400
2021-06-04,222.153564453125,222.69412869252963,220.79249145294992,221.3909859145229,5085700
2021-06-07,223.2926483154297,226.53603411733258,222.09567398667568,224.76955246782208,5421300
2021-06-08,223.99725341796875,224.76949424521743,222.172842012344,224.09377431558192,4170600
2021-06-09,224.24830627441406,226.70017068019627,224.06489735477595,224.43171519405217,4659000
2021-06-10,225.83132934570312,226.13056919038942,224.0744956936576,225.01083537305846,4452500
2021-06-11,226.8062744140625,227.26961302313217,225.59965271285174,226.25604784826137,5378300
2021-06-14,225.95681762695312,227.05725607605885,223.53392645047782,226.55529730282498,5805800
2021-06-15,224.89500427246094,226.65185276787753,224.54749658816266,226.30434508357922,7093800
2021-06-16,221.63230895996094,226.05335848972098,220.08782708868296,225.5127942535549,8905400
2021-06-17,224.09381103515625,225.242517428639,221.25584872859264,221.25584872859264,6876700
2021-06-18,222.4141845703125,224.12275041779,221.26547827095325,222.45278998666657,8840000
2021-06-21,226.18850708007812,226.85454995248477,222.40452808879098,223.41809336398325,7298400
2021-06-22,227.74264526367188,227.89709640762092,225.14600721122855,226.16922026366532,8858400
2021-06-23,226.5360107421875,227.7329849474316,225.82170001730572,227.27929394306406,6814700
2021-06-24,228.0419158935547,229.9821588143823,227.24071709848292,228.77553678492592,4611500
2021-06-25,229.0843963623047,230.20413020252352,228.11909891880117,228.19630975252377,7825200
2021-06-28,225.9665069580078,230.09797942189843,223.81389747889133,229.74082403068002,9301700
2021-06-29,227.761962890625,228.31218958570977,226.02442428676815,226.42986223539498,11897700
